Team_ID,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Group,Year
42,3,es Valencia,6,2,2,2,12,7,5,8,E,2012
92,4,be Genk,6,0,3,3,2,16,-14,3,E,2012
5,1,eng Arsenal,6,3,2,1,7,6,1,11,F,2012
23,2,fr Marseille,6,3,1,2,7,4,3,10,F,2012
16,3,gr Olympiacos,6,3,0,3,8,6,2,9,F,2012
93,4,de Dortmund,6,1,1,4,6,12,-6,4,F,2012
74,1,cy APOEL FC,6,2,3,1,6,6,0,9,G,2012
69,2,ru Zenit,6,2,3,1,7,5,2,9,G,2012
22,3,pt Porto,6,2,2,2,7,7,0,8,G,2012
40,4,ua Shakhtar,6,1,2,3,6,8,-2,5,G,2012
39,1,es Barcelona,6,5,1,0,20,4,16,16,H,2012
29,2,it Milan,6,2,3,1,11,8,3,9,H,2012
94,3,cz Viktoria Plzeň,6,1,2,3,4,11,-7,5,H,2012
70,4,by BATE Borisov,6,0,2,4,2,14,-12,2,H,2012
44,1,fr Paris S-G,6,5,0,1,14,3,11,15,A,2013
22,2,pt Porto,6,4,1,1,10,4,6,13,A,2013
8,3,ua Dynamo Kyiv,6,1,2,3,6,10,-4,5,A,2013
91,4,hr Dinamo Zagreb,6,0,1,5,1,14,-13,1,A,2013
51,1,de Schalke 04,6,3,3,0,10,6,4,12,B,2013
5,2,eng Arsenal,6,3,1,2,10,8,2,10,B,2013
16,3,gr Olympiacos,6,3,0,3,9,9,0,9,B,2013
95,4,fr Montpellier,6,0,2,4,6,12,-6,2,B,2013
96,1,es Málaga,6,3,3,0,12,5,7,12,C,2013
29,2,it Milan,6,2,2,2,7,6,1,8,C,2013
69,3,ru Zenit,6,2,1,3,6,9,-3,7,C,2013
4,4,be Anderlecht,6,1,2,3,4,9,-5,5,C,2013
93,1,de Dortmund,6,4,2,0,11,5,6,14,D,2013
21,2,es Real Madrid,6,3,2,1,15,9,6,11,D,2013
32,3,nl Ajax,6,1,1,4,8,16,-8,4,D,2013
88,4,eng Manchester City,6,0,3,3,7,11,-4,3,D,2013
13,1,it Juventus,6,3,3,0,12,4,8,12,E,2013
40,2,ua Shakhtar,6,3,1,2,12,8,4,10,E,2013
25,3,eng Chelsea,6,3,1,2,16,10,6,10,E,2013
97,4,dk Nordsjælland,6,0,1,5,4,22,-18,1,E,2013
2,1,de Bayern Munich,6,4,1,1,15,7,8,13,F,2013
42,2,es Valencia,6,4,1,1,12,5,7,13,F,2013
70,3,by BATE Borisov,6,2,0,4,9,15,-6,6,F,2013
50,4,fr Lille,6,1,0,5,4,13,-9,3,F,2013
39,1,es Barcelona,6,4,1,1,11,5,6,13,G,2013
3,2,sct Celtic,6,3,1,2,9,8,1,10,G,2013
49,3,pt Benfica,6,2,2,2,5,5,0,8,G,2013
55,4,ru Spartak Moscow,6,1,0,5,7,14,-7,3,G,2013
17,1,eng Manchester Utd,6,4,0,2,9,6,3,12,H,2013
15,2,tr Galatasaray,6,3,1,2,7,6,1,10,H,2013
63,3,ro CFR Cluj,6,3,1,2,9,7,2,10,H,2013
86,4,pt Braga,6,1,0,5,7,13,-6,3,H,2013
17,1,eng Manchester Utd,6,4,2,0,12,3,9,14,A,2014
34,2,de Leverkusen,6,3,1,2,9,10,-1,10,A,2014
40,3,ua Shakhtar,6,2,2,2,7,6,1,8,A,2014
14,4,es Real Sociedad,6,0,1,5,1,10,-9,1,A,2014
21,1,es Real Madrid,6,5,1,0,20,5,15,16,B,2014
15,2,tr Galatasaray,6,2,1,3,8,14,-6,7,B,2014
13,3,it Juventus,6,1,3,2,9,9,0,6,B,2014
59,4,dk FC Copenhagen,6,1,1,4,4,13,-9,4,B,2014
44,1,fr Paris S-G,6,4,1,1,16,5,11,13,C,2014
16,2,gr Olympiacos,6,3,1,2,10,8,2,10,C,2014
49,3,pt Benfica,6,3,1,2,8,8,0,10,C,2014
4,4,be Anderlecht,6,0,1,5,4,17,-13,1,C,2014
2,1,de Bayern Munich,6,5,0,1,17,5,12,15,D,2014
88,2,eng Manchester City,6,5,0,1,18,10,8,15,D,2014
94,3,cz Viktoria Plzeň,6,1,0,5,6,17,-11,3,D,2014
43,4,ru CSKA Moscow,6,1,0,5,8,17,-9,3,D,2014
25,1,eng Chelsea,6,4,0,2,12,3,9,12,E,2014
51,2,de Schalke 04,6,3,1,2,6,6,0,10,E,2014
65,3,ch Basel,6,2,2,2,5,6,-1,8,E,2014
58,4,ro Steaua,6,0,3,3,2,10,-8,3,E,2014
93,1,de Dortmund,6,4,0,2,11,6,5,12,F,2014
5,2,eng Arsenal,6,4,0,2,8,5,3,12,F,2014
87,3,it Napoli,6,4,0,2,10,9,1,12,F,2014
23,4,fr Marseille,6,0,0,6,5,14,-9,0,F,2014
66,1,es Atlético Madrid,6,5,1,0,15,3,12,16,G,2014
69,2,ru Zenit,6,1,3,2,5,9,-4,6,G,2014
22,3,pt Porto,6,1,2,3,4,7,-3,5,G,2014
98,4,at Austria Wien,6,1,2,3,5,10,-5,5,G,2014
39,1,es Barcelona,6,4,1,1,16,5,11,13,H,2014
29,2,it Milan,6,2,3,1,8,5,3,9,H,2014
32,3,nl Ajax,6,2,2,2,5,8,-3,8,H,2014
3,4,sct Celtic,6,1,0,5,3,14,-11,3,H,2014
66,1,es Atlético Madrid,6,4,1,1,14,3,11,13,A,2015
13,2,it Juventus,6,3,1,2,7,4,3,10,A,2015
16,3,gr Olympiacos,6,3,0,3,10,13,-3,9,A,2015
99,4,se Malmö,6,1,0,5,4,15,-11,3,A,2015
21,1,es Real Madrid,6,6,0,0,16,2,14,18,B,2015
65,2,ch Basel,6,2,1,3,7,8,-1,7,B,2015
33,3,eng Liverpool,6,1,2,3,5,9,-4,5,B,2015
100,4,bg Ludogorets,6,1,1,4,5,14,-9,4,B,2015
9,1,fr Monaco,6,3,2,1,4,1,3,11,C,2015
34,2,de Leverkusen,6,3,1,2,7,4,3,10,C,2015
69,3,ru Zenit,6,2,1,3,4,6,-2,7,C,2015
49,4,pt Benfica,6,1,2,3,2,6,-4,5,C,2015
93,1,de Dortmund,6,4,1,1,14,4,10,13,D,2015
5,2,eng Arsenal,6,4,1,1,15,8,7,13,D,2015
4,3,be Anderlecht,6,1,3,2,8,10,-2,6,D,2015
15,4,tr Galatasaray,6,0,1,5,4,19,-15,1,D,2015
2,1,de Bayern Munich,6,5,0,1,16,4,12,15,E,2015
88,2,eng Manchester City,6,2,2,2,9,8,1,8,E,2015
35,3,it Roma,6,1,2,3,8,14,-6,5,E,2015
43,4,ru CSKA Moscow,6,1,2,3,6,13,-7,5,E,2015
39,1,es Barcelona,6,5,0,1,15,5,10,15,F,2015
44,2,fr Paris S-G,6,4,1,1,10,7,3,13,F,2015
32,3,nl Ajax,6,1,2,3,8,10,-2,5,F,2015
74,4,cy APOEL FC,6,0,1,5,1,12,-11,1,F,2015
25,1,eng Chelsea,6,4,2,0,17,3,14,14,G,2015
51,2,de Schalke 04,6,2,2,2,9,14,-5,8,G,2015
56,3,pt Sporting CP,6,2,1,3,12,12,0,7,G,2015
101,4,si NK Maribor,6,0,3,3,4,13,-9,3,G,2015
22,1,pt Porto,6,4,2,0,16,4,12,14,H,2015
40,2,ua Shakhtar,6,2,3,1,15,4,11,9,H,2015
102,3,es Athletic Club,6,2,1,3,5,6,-1,7,H,2015
70,4,by BATE Borisov,6,1,0,5,2,24,-22,3,H,2015
21,1,es Real Madrid,6,5,1,0,19,3,16,16,A,2016
44,2,fr Paris S-G,6,4,1,1,12,1,11,13,A,2016
40,3,ua Shakhtar,6,1,0,5,7,14,-7,3,A,2016
99,4,se Malmö,6,1,0,5,1,21,-20,3,A,2016
72,1,de Wolfsburg,6,4,0,2,9,6,3,12,B,2016
11,2,nl PSV Eindhoven,6,3,1,2,8,7,1,10,B,2016
17,3,eng Manchester Utd,6,2,2,2,7,7,0,8,B,2016
43,4,ru CSKA Moscow,6,1,1,4,5,9,-4,4,B,2016
66,1,es Atlético Madrid,6,4,1,1,11,3,8,13,C,2016
49,2,pt Benfica,6,3,1,2,10,8,2,10,C,2016
15,3,tr Galatasaray,6,1,2,3,6,10,-4,5,C,2016
103,4,kz FC Astana,6,0,4,2,5,11,-6,4,C,2016
88,1,eng Manchester City,6,4,0,2,12,8,4,12,D,2016
13,2,it Juventus,6,3,2,1,6,3,3,11,D,2016
61,3,es Sevilla,6,2,0,4,8,11,-3,6,D,2016
104,4,de M'Gladbach,6,1,2,3,8,12,-4,5,D,2016
39,1,es Barcelona,6,4,2,0,15,4,11,14,E,2016
35,2,it Roma,6,1,3,2,11,16,-5,6,E,2016
34,3,de Leverkusen,6,1,3,2,13,12,1,6,E,2016
70,4,by BATE Borisov,6,1,2,3,5,12,-7,5,E,2016
2,1,de Bayern Munich,6,5,0,1,19,3,16,15,F,2016
5,2,eng Arsenal,6,3,0,3,12,10,2,9,F,2016
16,3,gr Olympiacos,6,3,0,3,6,13,-7,9,F,2016
91,4,hr Dinamo Zagreb,6,1,0,5,3,14,-11,3,F,2016
25,1,eng Chelsea,6,4,1,1,13,3,10,13,G,2016
8,2,ua Dynamo Kyiv,6,3,2,1,8,4,4,11,G,2016
22,3,pt Porto,6,3,1,2,9,8,1,10,G,2016
36,4,il Maccabi Tel Aviv,6,0,0,6,1,16,-15,0,G,2016
69,1,ru Zenit,6,5,0,1,13,6,7,15,H,2016
105,2,be Gent,6,3,1,2,8,7,1,10,H,2016
42,3,es Valencia,6,2,0,4,5,9,-4,6,H,2016
1,4,fr Lyon,6,1,1,4,5,9,-4,4,H,2016
5,1,eng Arsenal,6,4,2,0,18,6,12,14,A,2017
44,2,fr Paris S-G,6,3,3,0,13,7,6,12,A,2017
100,3,bg Ludogorets,6,0,3,3,6,15,-9,3,A,2017
65,4,ch Basel,6,0,2,4,3,12,-9,2,A,2017
87,1,it Napoli,6,3,2,1,11,8,3,11,B,2017
49,2,pt Benfica,6,2,2,2,10,10,0,8,B,2017
27,3,tr Beşiktaş,6,1,4,1,9,14,-5,7,B,2017
